SEQ_ID	SYMBOL	GENE_NAME
NM_001029918	LOC311123	similar to RIKEN cDNA 4930506L13
NM_001029919	RGD1306053	hypothetical protein LOC312694
NM_001029920	RGD1310423	hypothetical protein LOC361112
NM_001029921	LOC361120	similar to Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R) (Epidermal growth factor receptor pathway substrate 15 related sequence) (Eps15-rs)
NM_001029922	RGD1308632	hypothetical protein LOC361964
NM_001029923	RGD1306596	hypothetical protein LOC362595
NM_001029924	Stra6	stimulated by retinoic acid gene 6 homolog
NM_001029925	LOC499474	hypothetical protein LOC499474
NM_001029926	LOC500893	hypothetical protein LOC500893
NM_001029927	LOC502774	hypothetical protein LOC502774
NM_001030021	Rplp2	ribosomal protein, large P2
NM_001030023	Map2k4	mitogen activated protein kinase kinase 4
NM_001030024	Slc19a2	solute carrier family 19 (thiamine transporter), member 2
NM_001030025	Upp1	uridine phosphorylase 1
NM_001030026	Ifi30	interferon gamma inducible protein 30
NM_001030027	RGD1307397	similar to RIKEN cDNA 2810037C03
NM_001030028	Elmo3	engulfment and cell motility 3, ced-12 homolog
NM_001030029	Commd7	COMM domain containing 7
NM_001030030	Cpsf3	cleavage and polyadenylation specificity factor 3
NM_001030031	Lta4h	leukotriene A4 hydrolase
NM_001030032	RGD1311914	hypothetical protein LOC301067
NM_001030033	C1galt1c1	C1GALT1-specific chaperone 1
NM_001030034	Rhbdf1	rhomboid family 1
NM_001030035	Rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1
NM_001030036	RGD1308087	hypothetical protein LOC305861
NM_001030037	Capn7	calpain 7
NM_001030038	RGD1305314	hypothetical protein LOC309478
NM_001030039	Csk	c-src tyrosine kinase
NM_001030041	Prmt4	coactivator-associated arginine methyltransferase 1 isoform a
NM_001030042	Rad9b	RAD9 homolog B
NM_001030043	RGD1311300	hypothetical protein LOC364378
NM_001030044	LOC498918	iroquois homeobox protein 5
NM_001030045	LOC500261	membrane associated guanylate kinase 1 b NT-short isoform
NM_001030052	Ndufs5b	NADH dehydrogenase (ubiquinone) Fe-S protein 5b
NM_001030054	LOC595134	hypothetical protein LOC595134
NM_001031627	LOC606294	hypothetical protein LOC606294
NM_001031637	Abca17	ATP-binding cassette, sub-family A (ABC1), member 17
NM_001031638	Cd68	CD68 antigen
NM_001031639	Psmd2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2
NM_001031640	Eif3s9	eukaryotic translation initiation factor 3, subunit 9 (eta)
NM_001031641	Aga	aspartylglucosaminidase
NM_001031642	Serpinb1a	serine (or cysteine) proteinase inhibitor, clade B, member 1a
NM_001031643	Dnmt2	DNA methyltransferase 2
NM_001031644	Ercc3	excision repair cross-complementing rodent repair deficiency, complementation group 3
NM_001031645	Acp6	acid phosphatase 6, lysophosphatidic
NM_001031646	Stoml2	stomatin (Epb7.2)-like 2
NM_001031647	Dnali1	dynein, axonemal, light intermediate polypeptide 1
NM_001031648	Efhd2	EF hand domain containing 2
NM_001031649	Sirt6	sirtuin 6
NM_001031650	Mrpl44	mitochondrial ribosomal protein L44
NM_001031651	RGD1304758	hypothetical protein LOC303567
NM_001031652	St6galnac2	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase II ()
NM_001031653	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D
NM_001031654	Anxa8	annexin A8
NM_001031655	Manba	mannosidase, beta A, lysosomal
NM_001031656	Serinc2	tumor differentially expressed 2-like
NM_001031657	Tdp1	tyrosyl-DNA phosphodiesterase 1
NM_001031658	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
NM_001031659	Trip12	gene trap locus 6
NM_001031660	Msrb2	methionine sulfoxide reductase B
NM_001031661	B4galt7	xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
NM_001031662	Coq4	coenzyme Q4 homolog
NM_001031663	LOC500419	hypothetical protein LOC500419
NM_001031822	Copg	coatomer protein complex, subunit gamma
NM_001031823	Gpr33	G protein-coupled receptor 33
NM_001031824	Bmp10	bone morphogenetic protein 10
NM_001031825	Gp9	glycoprotein 9
NM_001031845	Sprn	shadow of prion protein
NM_001032397	Tcf21	transcription factor 21
NM_001033060	RGD1308492	similar to hypothetical protein MGC4189
NM_001033061	RGD1311868	hypothetical protein LOC289150
NM_001033062	Cldn23	claudin 23
NM_001033063	Rpp38	ribonuclease P/MRP 38kDa subunit
NM_001033064	Kazald1	Kazal-type serine protease inhibitor domain 1
NM_001033065	Golga5	golgi autoantigen, golgin subfamily a, 5
NM_001033066	Ddhd1	DDHD domain containing 1
NM_001033067	Tmem45b	transmembrane protein 45b
NM_001033068	LOC361399	hypothetical protein LOC361399
NM_001033069	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2
NM_001033070	RGD1305692	hypothetical protein LOC362819
NM_001033071	Clul1	clusterin-like 1 (retinal)
NM_001033072	LOC500959	triosephosphate isomerase
NM_001033073	Defa-rs1	defensin alpha-related sequence 1
NM_001033074	Defa10	defensin alpha 10
NM_001033075	Defa7	defensin alpha 7
NM_001033076	Defa6	defensin alpha 6
NM_001033077	Defa8	defensin alpha 8
NM_001033078	Defa11	defensin alpha 11
NM_001033079	Slc6a17	solute carrier family 6 (neurotransmitter transporter), member 17
NM_001033565	Entpd8	ectonucleoside triphosphate diphosphohydrolase 8
NM_001033652	Tmprss11d	transmembrane protease, serine 11D isoform a
NM_001033653	Akap12	A kinase anchor protein 12 isoform beta
NM_001033655	Dnah1	dynein, axonemal, heavy polypeptide 1
NM_001033656	Man1a	mannosidase, alpha, class 1A, member 1
NM_001033663	Araf	v-raf murine sarcoma 3611 viral oncogene homolog 1 isoform 2
NM_001033665	Bcan	brevican isoform 1
NM_001033666	Dstn	destrin
NM_001033670	Bcl2l1	Bcl2-like 1 isoform 2
NM_001033671	Bcl2l1	Bcl2-like 1 isoform 3
NM_001033672	Bcl2l1	Bcl2-like 1 isoform 1
NM_001033674	Bicd2	bicaudal D homolog 2 isoform 1
NM_001033675	Cabp1	calcium binding protein 1 isoform 2
NM_001033676	Cabp1	calcium binding protein 1 isoform 3
NM_001033679	Prkar1b	protein kinase, cAMP dependent regulatory, type I, beta
NM_001033680	Syt1	synaptotagmin 1
NM_001033681	Eif5a	eukaryotic translation initiation factor 5A
NM_001033682	Carkl	carbohydrate kinase-like
NM_001033683	Vat1	vesicle amine transport protein 1 homolog (T californica)
NM_001033684	Cct6a	chaperonin subunit 6a (zeta)
NM_001033685	Sap18	sin3-associated polypeptide, 18kDa
NM_001033686	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18
NM_001033687	Ushbp1	Usher syndrome 1C binding protein 1
NM_001033688	Dsc2	desmocollin 2
NM_001033689	RGD1305466	peroxisomal lon protease
NM_001033690	Orc6l	origin recognition complex, subunit 6-like
NM_001033691	Irf7	interferon regulatory factor 7
NM_001033692	Commd9	COMM domain containing 9
NM_001033693	Slc31a2	solute carrier family 31, member 2
NM_001033694	Srebf2	sterol regulatory element binding factor 2
NM_001033695	L3mbtl2	l(3)mbt-like 2
NM_001033696	Hnrpdl	heterogeneous nuclear ribonucleoprotein D-like
NM_001033697	Akr1c6	aldo-keto reductase family 1, member C6
NM_001033698	Ankrd16	ankyrin repeat domain 16
NM_001033699	Cox15	COX15 homolog, cytochrome c oxidase assembly protein
NM_001033700	Lass2	longevity assurance homolog 2
NM_001033701	Zfhx1b	zinc finger homeobox 1b
NM_001033702	Rnf126	ring finger protein 126
NM_001033703	Apobec3	apolipoprotein B editing complex 3
NM_001033704	Xylb	xylulokinase homolog (H. influenzae)
NM_001033705	Zfp451	zinc finger protein 451
NM_001033706	LOC361571	hypothetical protein LOC361571
NM_001033707	Zfp289	zinc finger protein 289
NM_001033708	Rae1	RAE1 RNA export 1 homolog
NM_001033709	Alg6	asparagine-linked glycosylation 6 homolog (yeast, alpha-1,3,-glucosyltransferase)
NM_001033710	Prss16	protease, serine, 16 (thymus)
NM_001033715	Cast	calpastatin isoform b
NM_001033757	Cdkn1c	cyclin-dependent kinase inhibitor 1C, p57 isoform 1
NM_001033758	Cdkn1c	cyclin-dependent kinase inhibitor 1C, p57 isoform 2
NM_001033852	Cdw92	CDW92 antigen isoform 1
NM_001033860	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule isoform 1
NM_001033861	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule isoform 2
NM_001033862	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule isoform 3
NM_001033864	Cflar	CASP8 and FADD-like apoptosis regulator isoform 1
NM_001033866	Surf2	surfeit 2
NM_001033867	Crkrs	CDC2-related kinase 7 isoform 1
NM_001033868	Surf4	surfeit 4
NM_001033870	Csnk1g2	casein kinase 1, gamma 2 isoform 1
NM_001033882	Cxcl12	chemokine (C-X-C motif) ligand 12 isoform beta
NM_001033884	Rexo4	XPMC2 prevents mitotic catastrophe 2 homolog
NM_001033887	MGC124825	hypothetical protein LOC291444
NM_001033888	Numbl	numb-like
NM_001033889	Cog7	component of oligomeric golgi complex 7
NM_001033890	RGD1311072	hypothetical protein LOC296410
NM_001033891	Mobk1b	MOB1, Mps One Binder kinase activator-like 1B
NM_001033892	RGD1306841	hypothetical protein LOC298688
NM_001033893	RGD1308356	similar to Hypothetical protein KIAA0341
NM_001033894	MGC125215	hypothetical protein LOC305434
NM_001033895	Crtc2	CREB regulated transcription coactivator 2
NM_001033896	RGD1309886	hypothetical protein LOC310626
NM_001033897	RGD1309387	hypothetical protein LOC313777
NM_001033898	MGC124555	hypothetical protein LOC360380
NM_001033899	Sms	spermine synthase
NM_001033900	Ngrn	mesenchymal stem cell protein DSC92
NM_001033901	MGC125034	hypothetical protein LOC499314
NM_001033903	MGC124653	hypothetical protein LOC501157
NM_001033909	Elf2	E74-like factor 2 isoform 1
NM_001033913	Gimap5	GTPase, IMAP family member 5 isoform 1
NM_001033914	Epn2	epsin 2 isoform b
NM_001033923	Gimap8	GTPase, IMAP family member 8
NM_001033924	Fcer2a	Fc receptor, IgE, low affinity II, alpha polypeptide isoform a
NM_001033926	Fhl1	four and a half LIM domains 1 isoform 1
NM_001033927	RGD1307982	similar to RIKEN cDNA 2810409H07
NM_001033931	Gmcl1	germ cell-less protein isoform 1
NM_001033951	Npuk68	nuclear protein UKp68 isoform 1
NM_001033955	Calca	calcitonin isoform Cgrp preproprotein
NM_001033957	Kcng3	potassium voltage-gated channel, subfamily G, member 3 isoform 2
NM_001033958	Obp3	alpha-2u globulin PGCL4 isoform 2
NM_001033961	Kcnip2	Kv channel-interacting protein 2 isoform c
NM_001033963	Prkx	protein kinase, X-linked
NM_001033964	Pfkfb2	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 2 isoform b
NM_001033965	Pfkfb2	6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 2 isoform a
NM_001033967	Ak2	adenylate kinase 2 isoform b
NM_001033968	Bat3	HLA-B-associated transcript 3 isoform 1
NM_001033970	Pip5k1c	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma isoform b
NM_001033971	RGD708545	nuclear protein E3-3 isoform b
NM_001033974	Ensa	endosulfine alpha isoform 1
NM_001033975	Lhb	luteinizing hormone beta isoform 2
NM_001033984	Ank3	ankyrin 3, epithelial isoform 2
NM_001033985	RT1-CE14	RT1 class I, CE14 isoform 2
NM_001033987	Map2k5	mitogen activated protein kinase kinase 5 isoform a
NM_001033997	RGD1305440	U box domain containing 5
NM_001033998	Itgal	integrin alpha L
NM_001033999	Rpap1	RNA polymerase II associated protein 1
NM_001034000	LOC315508	hypothetical protein LOC315508
NM_001034002	Yap1	yes-associated protein
NM_001034003	RGD1308874	hypothetical protein LOC366227
NM_001034004	Jam2	junction adhesion molecule 2
NM_001034005	Kchip2	A-type potassium channel modulatory protein 2
NM_001034006	Centb2	centaurin, beta 2
NM_001034007	Ncoa4	nuclear receptor coactivator 4
NM_001034009	Mcam	melanoma cell adhesion molecule isoform 2
NM_001034010	RGD1310827	hypothetical protein LOC362364
NM_001034011	RGD1310623	SFT2 domain containing 2
NM_001034012	Adamtsl4	thrombospondin repeat protein 1
NM_001034014	Accn1	amiloride-sensitive cation channel 1, neuronal isoform b
NM_001034015	Calcr	calcitonin receptor isoform b
NM_001034020	Syn2	synapsin 2 isoform 1
NM_001034021	Tbc1d14	TBC1 domain family, member 14 isoform 2
NM_001034022	Mrip	myosin phosphatase-Rho interacting protein isoform 2
NM_001034028	Hyou1	hypoxia up-regulated 1
NM_001034032	LOC619393	J domain protein 1
NM_001034068	Tpm1	tropomyosin 1, alpha isoform a
NM_001034069	Tpm1	tropomyosin 1, alpha isoform b
NM_001034070	Tpm1	tropomyosin 1, alpha isoform c
NM_001034071	Tpm1	tropomyosin 1, alpha isoform d
NM_001034072	Tpm1	tropomyosin 1, alpha isoform e
NM_001034073	Tpm1	tropomyosin 1, alpha isoform g
NM_001034074	Tpm1	tropomyosin 1, alpha isoform h
NM_001034075	Tpm1	tropomyosin 1, alpha isoform i
NM_001034078	Cbx8	chromobox homolog 8
NM_001034079	Thrap4	thyroid hormone receptor-associated protein 4
NM_001034080	Pyy	peptide YY
NM_001034081	Paqr7	membrane progestin receptor alpha
NM_001034083	Snn	stannin
NM_001034088	Prmt4	coactivator-associated arginine methyltransferase 1 isoform d
NM_001034090	Ephx1	epoxide hydrolase 1
NM_001034093	RGD1305984	superkiller viralicidic activity 2-like 2
NM_001034104	Tmc4	transmembrane channel-like gene family 4
NM_001034105	Tnnc1	troponin C, cardiac/slow skeletal
NM_001034107	Ing3	inhibitor of growth family, member 3
NM_001034108	March2	membrane associated RING-CH finger protein II
NM_001034109	LOC619440	hypothetical protein LOC619440
NM_001034110	Ctsf	cathepsin F
NM_001034111	Prlr	prolactin receptor isoform a
NM_001034112	Mlx	transcription factor-like 4
NM_001034117	Becn1	beclin 1
NM_001034124	Mfap4	microfibrillar-associated protein 4
NM_001034125	Per1	period homolog 1
NM_001034126	Nit2	nitrilase family, member 2
NM_001034127	Alg8	asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)
NM_001034129	Tloc1	translocation protein 1
NM_001034130	Wasl	Wiskott-Aldrich syndrome-like
NM_001034131	Foxp1	forkhead box P1
NM_001034132	RGD1559786	hypothetical protein LOC298384
NM_001034133	Klhdc2	kelch domain containing 2
NM_001034134	Eif3s6ip	eukaryotic translation initiation factor 3, subunit 6 interacting protein
NM_001034135	Rbx1	ring-box 1
NM_001034136	Mrpl2	mitochondrial ribosomal protein L2
NM_001034137	Sp110	SP110 nuclear body protein
NM_001034138	RGD1306908	hypothetical protein LOC303037
NM_001034139	Lrrc8e	leucine rich repeat containing 8 family, member E
NM_001034140	Baiap2l1	BAI1-associated protein 2-like 1
NM_001034143	Dars2	aspartyl-tRNA synthetase 2 (mitochondrial)
NM_001034144	Nkx3-1	NK-3 transcription factor, locus 1
NM_001034145	Statip1	signal transducer and activator of transcription interacting protein 1
NM_001034146	Usp10	ubiquitin specific protease 10
NM_001034147	Pex7	peroxisome biogenesis factor 7
NM_001034148	Nmi	N-myc (and STAT) interactor
NM_001034149	RGD1311815	similar to RIKEN cDNA 1700027M01
NM_001034150	Srpr	signal recognition particle receptor ('docking protein')
NM_001034151	Tmem54	transmembrane protein 54
NM_001034152	MGC125201	hypothetical protein LOC497878
NM_001034153	MGC125213	hypothetical protein LOC498146
NM_001034154	MGC125002	hypothetical protein LOC500501
NM_001034157	Bat4	HLA-B associated transcript 4
NM_001034160	Apeg3	hypothetical protein LOC619476
NM_001034163	Blmh	bleomycin hydrolase
NM_001034164	Stat1	signal transducer and activator of transcription 1 isoform beta
NM_001034187	Sh3rf2	SH3 domain containing ring finger 2
NM_001034188	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1
NM_001034198	Tmem33	transmembrane protein 33 isoform 2
NM_001034199	Nptx2	neuronal pentraxin II
NM_001034829	RGD1309471	similar to hypothetical protein MGC6696
NM_001034830	Zfp384	zinc finger protein 384 isoform 1
NM_001034831	Zfp384	zinc finger protein 384 isoform 2
NM_001034835	RGD1309220	hypothetical protein LOC316328
NM_001034848	Gh1	growth hormone 1
NM_001034849	Gimap1	GTPase, IMAP family member 1
NM_001034854	Ppapdc2	phosphatidic acid phosphatase type 2 domain containing 2
NM_001034855	Gpr153	G protein-coupled receptor 153
NM_001034911	RGD1306614	ubiquitin-binding protein homolog
NM_001034912	LOC619558	hypothetical protein LOC619558
NM_001034913	LOC313519	hypothetical protein LOC313519
NM_001034916	Rpl8	ribosomal protein L8
NM_001034917	Mks1	Meckel syndrome, type 1
NM_001034918	Iws1	IWS1 homolog
NM_001034919	RGD1562218	hypothetical protein LOC292100
NM_001034920	Cblc	Casitas B-lineage lymphoma c
NM_001034921	RGD1305145	hypothetical protein LOC293128
NM_001034922	Atad3a	ATPase family, AAA domain containing 3A
NM_001034923	Dus3l	dihydrouridine synthase 3-like
NM_001034924	Sfrs8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)
NM_001034926	LOC310946	hypothetical protein LOC310946
NM_001034927	Sulf2	sulfatase 2
NM_001034928	Immt	inner membrane protein, mitochondrial
NM_001034929	Slc39a9	solute carrier family 39 (zinc transporter), member 9
NM_001034930	LOC314655	hypothetical protein LOC314655
NM_001034932	C1qtnf6	C1q and tumor necrosis factor related protein 6
NM_001034933	Arsa	arylsulfatase A
NM_001034934	Arid5a	AT rich interactive domain 5A (Mrf1 like)
NM_001034935	Ppef1	protein phosphatase with EF hand calcium-binding domain 1
NM_001034936	RGD1308665	hypothetical protein LOC360505
NM_001034937	Phgdhl1	phosphoglycerate dehydrogenase like 1
NM_001034938	Endog	endonuclease G
NM_001034939	Obfc2b	oligonucleotide/oligosaccharide-binding fold containing 2B
NM_001034940	Zcrb1	zinc finger CCHC-type and RNA binding motif 1
NM_001034941	Tarbp2	TAR (HIV) RNA binding protein 2
NM_001034942	Btbd15	BTB (POZ) domain containing 15
NM_001034943	Slc22a12	solute carrier family 22 (organic anion/cation transporter), member 12
NM_001034944	Grap2	GRB2-related adaptor protein 2
NM_001034945	LOC498190	coiled-coil domain containing 60
NM_001034946	LOC498284	hypothetical protein LOC498284
NM_001034947	LOC498749	hypothetical protein LOC498749
NM_001034948	LOC499871	hypothetical protein LOC499871
NM_001034949	LOC500573	transmembrane and coiled-coil domains 4
NM_001034950	Rup2	urinary protein 2
NM_001034951	LOC619561	hypothetical protein LOC619561
NM_001034952	Pqlc3	PQ loop repeat containing 3
NM_001034953	LOC619566	similar to transcription factor RAM2
NM_001034958	LOC619573	hypothetical protein LOC619573
